"FLaSHLogNumber","Project","Year","SampleDate","Station","Species","SerialNumber","GutContents","PreyItemsID'd","DietStudy"
340,"SKT",2012,1/20/2012 0:00:00,"520","DELSME","4231","y","y",1
341,"SKT",2012,1/20/2012 0:00:00,"520","DELSME","4237","y","y",1
342,"SKT",2012,1/20/2012 0:00:00,"520","DELSME","4240","y","y",1
343,"SKT",2012,1/20/2012 0:00:00,"520","DELSME","4230","y","y",1
344,"SKT",2012,1/20/2012 0:00:00,"606","DELSME","4270","y","y",1
345,"SKT",2012,1/20/2012 0:00:00,"606","DELSME","4259","y","y",1
346,"SKT",2012,1/20/2012 0:00:00,"606","DELSME","4272","y","y",1
347,"SKT",2012,1/20/2012 0:00:00,"606","DELSME","4269","y","y",1
348,"SKT",2012,1/20/2012 0:00:00,"606","DELSME","4273","y","y",1
349,"SKT",2012,1/20/2012 0:00:00,"606","DELSME","4257","Y","Y",1
350,"SKT",2012,1/20/2012 0:00:00,"606","DELSME","4264","y","y",1
351,"SKT",2012,1/20/2012 0:00:00,"606","DELSME","4261","y","y",1
352,"SKT",2012,1/20/2012 0:00:00,"606","DELSME","4265","y","y",1
353,"SKT",2012,1/20/2012 0:00:00,"606","DELSME","4266","y","y",2
354,"SKT",2012,1/20/2012 0:00:00,"609","DELSME","4316","y","Y",1
355,"SKT",2012,1/20/2012 0:00:00,"609","DELSME","4281","y","y",1
356,"SKT",2012,1/20/2012 0:00:00,"609","DELSME","4278","y","y",1
357,"SKT",2012,1/20/2012 0:00:00,"609","DELSME","4283","y","y",1
358,"SKT",2012,1/20/2012 0:00:00,"609","DELSME","4307","Y","Y",1
359,"SKT",2012,1/20/2012 0:00:00,"609","DELSME","4314","y","y",1
360,"SKT",2012,1/20/2012 0:00:00,"609","DELSME","4308","y","y",
361,"SKT",2012,1/20/2012 0:00:00,"609","DELSME","4296","y","y",1
362,"SKT",2012,1/20/2012 0:00:00,"609","DELSME","4297","y","y",1
363,"SKT",2012,1/20/2012 0:00:00,"609","DELSME","4318","y","y",1
364,"SKT",2012,1/19/2012 0:00:00,"704","DELSME","4077","y","y",1
365,"SKT",2012,1/19/2012 0:00:00,"704","DELSME","4080","y","y",1
366,"SKT",2012,1/19/2012 0:00:00,"704","DELSME","4082","y","y",1
367,"SKT",2012,1/19/2012 0:00:00,"704","DELSME","4074","y","y",1
368,"SKT",2012,1/19/2012 0:00:00,"704","DELSME","4073","y","y",1
369,"SKT",2012,1/19/2012 0:00:00,"704","DELSME","4076","y","y",1
370,"SKT",2012,1/19/2012 0:00:00,"704","DELSME","4081","y","y",1
371,"SKT",2012,1/19/2012 0:00:00,"704","DELSME","4079","y","y",1
372,"SKT",2012,1/19/2012 0:00:00,"704","DELSME","4075","y","y",1
373,"SKT",2012,1/19/2012 0:00:00,"704","DELSME","4078","y","y",1
374,"SKT",2012,1/19/2012 0:00:00,"706","DELSME","4091","y","y",1
375,"SKT",2012,1/19/2012 0:00:00,"706","DELSME","4095","y","y",
376,"SKT",2012,1/19/2012 0:00:00,"706","DELSME","4085","y","y",1
377,"SKT",2012,1/19/2012 0:00:00,"706","DELSME","4092","y","y",1
378,"SKT",2012,1/19/2012 0:00:00,"706","DELSME","4094","y","y",1
379,"SKT",2012,1/19/2012 0:00:00,"706","DELSME","4093","y","y",2
380,"SKT",2012,1/19/2012 0:00:00,"706","DELSME","4089","y","y",1
381,"SKT",2012,1/19/2012 0:00:00,"706","DELSME","4088","y","y",1
382,"SKT",2012,1/19/2012 0:00:00,"706","DELSME","4084","y","y",1
383,"SKT",2012,1/19/2012 0:00:00,"706","DELSME","4090","y","y",1
384,"SKT",2012,1/19/2012 0:00:00,"706","DELSME","4083","y","y",1
385,"SKT",2012,1/19/2012 0:00:00,"707","DELSME","4097","y","y",1
386,"SKT",2012,1/19/2012 0:00:00,"707","DELSME","4096","y","y",1
387,"SKT",2012,1/19/2012 0:00:00,"713","DELSME","4100","y","y",1
388,"SKT",2012,1/19/2012 0:00:00,"713","DELSME","4098","y","y",1
389,"SKT",2012,1/19/2012 0:00:00,"713","DELSME","4101","y","y",1
390,"SKT",2012,1/19/2012 0:00:00,"715","DELSME","4102","y","y",1
391,"SKT",2012,1/19/2012 0:00:00,"715","DELSME","4103","y","y",1
392,"SKT",2012,1/19/2012 0:00:00,"715","DELSME","4104","y","y",2
393,"SKT",2012,1/19/2012 0:00:00,"716","DELSME","4106","y","y",1
394,"SKT",2012,1/19/2012 0:00:00,"716","DELSME","4105","y","y",1
395,"SKT",2012,1/19/2012 0:00:00,"716","DELSME","4107","y","y",1
396,"SKT",2012,1/19/2012 0:00:00,"716","DELSME","4108","y","y",1
397,"SKT",2012,1/19/2012 0:00:00,"719","DELSME","4109","y","y",1
398,"SKT",2012,1/19/2012 0:00:00,"719","DELSME","4116","y","y",1
399,"SKT",2012,1/19/2012 0:00:00,"719","DELSME","4123","y","y",1
400,"SKT",2012,1/19/2012 0:00:00,"719","DELSME","4143","y","y",1
401,"SKT",2012,1/19/2012 0:00:00,"719","DELSME","4160","y","y",1
402,"SKT",2012,1/19/2012 0:00:00,"719","DELSME","4168","y","y",1
403,"SKT",2012,1/19/2012 0:00:00,"719","DELSME","4190","y","y",1
404,"SKT",2012,1/19/2012 0:00:00,"719","DELSME","4203","y","y",1
405,"SKT",2012,1/19/2012 0:00:00,"719","DELSME","4205","y","y",1
406,"SKT",2012,1/19/2012 0:00:00,"719","DELSME","4210","y","y",1
407,"SKT",2012,1/18/2012 0:00:00,"801","DELSME","4002","y","y",1
408,"SKT",2012,1/18/2012 0:00:00,"801","DELSME","4003","y","y",2
409,"SKT",2012,1/18/2012 0:00:00,"801","DELSME","4004","y","y",1
410,"SKT",2012,1/18/2012 0:00:00,"801","DELSME","4006","y","y",1
411,"SKT",2012,1/18/2012 0:00:00,"801","DELSME","4005","y","y",1
412,"SKT",2012,1/18/2012 0:00:00,"804","DELSME","4000","y","y",1
413,"SKT",2012,2/16/2012 0:00:00,"340","DELSME","4521","y","y",1
414,"SKT",2012,2/16/2012 0:00:00,"340","DELSME","4522","y","y",1
415,"SKT",2012,2/16/2012 0:00:00,"411","DELSME","4519","y","y",2
416,"SKT",2012,2/16/2012 0:00:00,"411","DELSME","4520","Y","y",1
417,"SKT",2012,2/16/2012 0:00:00,"501","DELSME","4517","y","y",1
418,"SKT",2012,2/16/2012 0:00:00,"501","DELSME","4518","y","y",2
419,"SKT",2012,2/16/2012 0:00:00,"504","DELSME","4516","y","y",1
420,"SKT",2012,2/14/2012 0:00:00,"519","DELSME","4388","y","y",1
421,"SKT",2012,2/14/2012 0:00:00,"519","DELSME","4411","y","y",2
422,"SKT",2012,2/14/2012 0:00:00,"519","DELSME","4355","y","y",2
423,"SKT",2012,2/14/2012 0:00:00,"519","DELSME","4324","y","y",1
424,"SKT",2012,2/14/2012 0:00:00,"519","DELSME","4357","y","y",2
425,"SKT",2012,2/14/2012 0:00:00,"519","DELSME","4340","y","y",2
426,"SKT",2012,2/14/2012 0:00:00,"519","DELSME","4362","y","y",
427,"SKT",2012,2/14/2012 0:00:00,"519","DELSME","4374","y","y",2
428,"SKT",2012,2/14/2012 0:00:00,"519","DELSME","4325","y","y",2
429,"SKT",2012,2/14/2012 0:00:00,"519","DELSME","4394","y","y",1
430,"SKT",2012,2/16/2012 0:00:00,"606","DELSME","4523","y","y",1
431,"SKT",2012,2/16/2012 0:00:00,"606","DELSME","4524","y","y",
432,"SKT",2012,2/16/2012 0:00:00,"606","DELSME","4525","y","y",
433,"SKT",2012,2/16/2012 0:00:00,"606","DELSME","4526","y","y",1
434,"SKT",2012,2/16/2012 0:00:00,"606","DELSME","4527","y","y",1
435,"SKT",2012,2/16/2012 0:00:00,"606","DELSME","4528","y","y",1
436,"SKT",2012,2/16/2012 0:00:00,"606","DELSME","4529","y","y",2
437,"SKT",2012,2/16/2012 0:00:00,"606","DELSME","4530","y","y",1
438,"SKT",2012,2/16/2012 0:00:00,"606","DELSME","4531","y","y",2
439,"SKT",2012,2/16/2012 0:00:00,"606","DELSME","4532","y","y",1
440,"SKT",2012,2/16/2012 0:00:00,"606","DELSME","4533","y","y",1
441,"SKT",2012,2/16/2012 0:00:00,"606","DELSME","4534","y","y",2
442,"SKT",2012,2/16/2012 0:00:00,"606","DELSME","4535","y","y",2
443,"SKT",2012,2/16/2012 0:00:00,"609","DELSME","4539","y","y",1
444,"SKT",2012,2/16/2012 0:00:00,"609","DELSME","4542","y","y",1
445,"SKT",2012,2/16/2012 0:00:00,"609","DELSME","4548","y","y",1
446,"SKT",2012,2/16/2012 0:00:00,"609","DELSME","4550","y","y",1
447,"SKT",2012,2/16/2012 0:00:00,"609","DELSME","4553","y","y",1
448,"SKT",2012,2/16/2012 0:00:00,"609","DELSME","4554","y","y",2
449,"SKT",2012,2/16/2012 0:00:00,"609","DELSME","4556","y","y",1
450,"SKT",2012,2/16/2012 0:00:00,"609","DELSME","4558","y","y",1
451,"SKT",2012,2/16/2012 0:00:00,"609","DELSME","4561","y","y",2
452,"SKT",2012,1/18/2012 0:00:00,"804","DELSME","4001","y","y",1
453,"SKT",2012,1/18/2012 0:00:00,"508","DELSME","4066","y","y",1
454,"SKT",2012,2/16/2012 0:00:00,"609","DELSME","4563","y","y",2
455,"SKT",2012,2/16/2012 0:00:00,"610","DELSME","4575","y","y",2
456,"SKT",2012,2/16/2012 0:00:00,"610","DELSME","4576","y","y",1
457,"SKT",2012,2/16/2012 0:00:00,"610","DELSME","4577","y","y",1
458,"SKT",2012,2/16/2012 0:00:00,"610","DELSME","4578","y","y",1
459,"SKT",2012,2/16/2012 0:00:00,"610","DELSME","4579","y","y",1
460,"SKT",2012,2/15/2012 0:00:00,"704","DELSME","4423","y","y",1
461,"SKT",2012,2/15/2012 0:00:00,"704","DELSME","4425","n","y",1
462,"SKT",2012,2/15/2012 0:00:00,"704","DELSME","4426","y","y",1
463,"SKT",2012,2/15/2012 0:00:00,"706","DELSME","4432","y","y",1
464,"SKT",2012,2/15/2012 0:00:00,"706","DELSME","4435","y","y",2
465,"SKT",2012,2/15/2012 0:00:00,"706","DELSME","4437","y","y",1
466,"SKT",2012,2/15/2012 0:00:00,"706","DELSME","4438","y","y",1
467,"SKT",2012,2/15/2012 0:00:00,"706","DELSME","4439","y","y",1
468,"SKT",2012,2/15/2012 0:00:00,"706","DELSME","4442","y","y",1
469,"SKT",2012,2/15/2012 0:00:00,"706","DELSME","4445","y","y",2
470,"SKT",2012,2/15/2012 0:00:00,"706","DELSME","4446","y","y",2
471,"SKT",2012,2/15/2012 0:00:00,"706","DELSME","4447","y","y",1
472,"SKT",2012,2/15/2012 0:00:00,"706","DELSME","4450","y","y",1
473,"SKT",2012,2/15/2012 0:00:00,"716","DELSME","4451","y","y",2
474,"SKT",2012,2/15/2012 0:00:00,"716","DELSME","4452","y","y",1
475,"SKT",2012,2/15/2012 0:00:00,"716","DELSME","4453","y","y",2
476,"SKT",2012,2/15/2012 0:00:00,"719","DELSME","4461","y","y",1
477,"SKT",2012,2/15/2012 0:00:00,"719","DELSME","4464","y","y",1
478,"SKT",2012,2/15/2012 0:00:00,"719","DELSME","4472","y","y",1
479,"SKT",2012,2/15/2012 0:00:00,"719","DELSME","4475","y","y",1
480,"SKT",2012,2/15/2012 0:00:00,"719","DELSME","4476","y","y",1
481,"SKT",2012,2/15/2012 0:00:00,"719","DELSME","4481","y","y",
482,"SKT",2012,2/15/2012 0:00:00,"719","DELSME","4489","y","y",1
483,"SKT",2012,2/15/2012 0:00:00,"719","DELSME","4495","y","y",1
484,"SKT",2012,2/15/2012 0:00:00,"719","DELSME","4511","y","y",1
485,"SKT",2012,2/15/2012 0:00:00,"719","DELSME","4512","y","y",1
486,"SKT",2012,2/14/2012 0:00:00,"801","DELSME","4321","y","y",1
487,"SKT",2012,3/6/2012 0:00:00,"513","DELSME","4587","y","y",1
488,"SKT",2012,3/6/2012 0:00:00,"513","DELSME","4588","y","y",1
489,"SKT",2012,3/6/2012 0:00:00,"513","DELSME","4589","y","y",2
490,"SKT",2012,3/6/2012 0:00:00,"513","DELSME","4590","y","y",2
491,"SKT",2012,3/6/2012 0:00:00,"513","DELSME","4591","y","y",2
492,"SKT",2012,3/6/2012 0:00:00,"513","DELSME","4592","y","y",1
493,"SKT",2012,3/6/2012 0:00:00,"513","DELSME","4593","y","y",1
494,"SKT",2012,3/6/2012 0:00:00,"520","DELSME","4594","y","y",1
495,"SKT",2012,3/6/2012 0:00:00,"520","DELSME","4595","y","y",1
496,"SKT",2012,3/6/2012 0:00:00,"520","DELSME","4596","y","y",1
497,"SKT",2012,3/8/2012 0:00:00,"707","DELSME","4597","y","y",1
498,"SKT",2012,3/8/2012 0:00:00,"707","DELSME","4598","y","y",1
499,"SKT",2012,3/8/2012 0:00:00,"707","DELSME","4599","y","y",1
500,"SKT",2012,3/8/2012 0:00:00,"707","DELSME","4600","y","y",1
501,"SKT",2012,3/8/2012 0:00:00,"707","DELSME","4601","y","y",1
502,"SKT",2012,3/8/2012 0:00:00,"707","DELSME","4605","y","y",1
503,"SKT",2012,3/8/2012 0:00:00,"707","DELSME","4606","Y","y",1
504,"SKT",2012,3/8/2012 0:00:00,"707","DELSME","4607","y","y",1
505,"SKT",2012,3/8/2012 0:00:00,"707","DELSME","4608","y","Y",1
506,"SKT",2012,3/8/2012 0:00:00,"707","DELSME","4609","y","y",1
507,"SKT",2012,3/8/2012 0:00:00,"713","DELSME","4613","y","y",1
508,"SKT",2012,3/8/2012 0:00:00,"713","DELSME","4616","y","y",2
509,"SKT",2012,3/8/2012 0:00:00,"713","DELSME","4621","y","y",1
510,"SKT",2012,3/8/2012 0:00:00,"713","DELSME","4619","Y","Y",1
511,"SKT",2012,3/8/2012 0:00:00,"713","DELSME","4625","y","y",1
512,"SKT",2012,3/8/2012 0:00:00,"713","DELSME","4626","y","y",
513,"SKT",2012,3/8/2012 0:00:00,"713","DELSME","4632","y","y",1
514,"SKT",2012,3/8/2012 0:00:00,"713","DELSME","4634","y","y",1
515,"SKT",2012,3/8/2012 0:00:00,"713","DELSME","4636","y","y",1
516,"SKT",2012,3/8/2012 0:00:00,"713","DELSME","4628","y","y",1
517,"SKT",2012,3/8/2012 0:00:00,"715","DELSME","4640","y","y",1
518,"SKT",2012,3/8/2012 0:00:00,"713","DELSME","4635","y","y",1
519,"SKT",2012,3/8/2012 0:00:00,"713","DELSME","4633","y","y",2
520,"SKT",2012,3/8/2012 0:00:00,"715","DELSME","4641","y","y",1
521,"SKT",2012,3/8/2012 0:00:00,"713","DELSME","4627","y","y",
522,"SKT",2012,3/8/2012 0:00:00,"715","DELSME","4642","y","y",1
523,"SKT",2012,3/8/2012 0:00:00,"715","DELSME","4645","y","y",1
524,"SKT",2012,3/8/2012 0:00:00,"715","DELSME","4646","y","y",1
525,"SKT",2012,3/8/2012 0:00:00,"715","DELSME","4649","y","y",1
526,"SKT",2012,3/8/2012 0:00:00,"715","DELSME","4651","y","y",1
527,"SKT",2012,3/8/2012 0:00:00,"715","DELSME","4653","y","y",1
528,"SKT",2012,3/8/2012 0:00:00,"715","DELSME","4657","y","y",1
529,"SKT",2012,3/8/2012 0:00:00,"715","DELSME","4661","y","y",1
530,"SKT",2012,3/8/2012 0:00:00,"716","DELSME","4663","y","y",1
531,"SKT",2012,3/8/2012 0:00:00,"716","DELSME","4666","y","y",1
532,"SKT",2012,3/8/2012 0:00:00,"716","DELSME","4667","y","y",1
533,"SKT",2012,3/8/2012 0:00:00,"716","DELSME","4676","y","y",2
534,"SKT",2012,3/8/2012 0:00:00,"716","DELSME","4678","y","y",1
535,"SKT",2012,3/8/2012 0:00:00,"716","DELSME","4683","y","y",1
536,"SKT",2012,3/8/2012 0:00:00,"716","DELSME","4686","y","y",1
537,"SKT",2012,3/8/2012 0:00:00,"716","DELSME","4692","Y","Y",2
538,"SKT",2012,3/8/2012 0:00:00,"716","DELSME","4694","y","y",1
539,"SKT",2012,3/8/2012 0:00:00,"716","DELSME","4698","y","y",2
540,"SKT",2012,3/8/2012 0:00:00,"719","DELSME","4706","y","y",1
541,"SKT",2012,3/8/2012 0:00:00,"707","DELSME","4602","y","y",
542,"SKT",2012,3/8/2012 0:00:00,"719","DELSME","4709","y","y",1
543,"SKT",2012,3/8/2012 0:00:00,"719","DELSME","4710","y","y",1
544,"SKT",2012,3/8/2012 0:00:00,"719","DELSME","4716","y","y",1
545,"SKT",2012,3/8/2012 0:00:00,"719","DELSME","4717","y","y",1
546,"SKT",2012,3/8/2012 0:00:00,"719","DELSME","4718","y","y",1
547,"SKT",2012,3/8/2012 0:00:00,"719","DELSME","4721","y","y",1
548,"SKT",2012,3/8/2012 0:00:00,"719","DELSME","4722","y","y",1
549,"SKT",2012,3/8/2012 0:00:00,"719","DELSME","4725","y","y",
550,"SKT",2012,3/8/2012 0:00:00,"719","DELSME","4734","y","y",1
551,"SKT",2012,3/8/2012 0:00:00,"719","DELSME","4726","y","y",2
552,"SKT",2012,3/8/2012 0:00:00,"719","DELSME","4737","y","y",
553,"SKT",2012,3/8/2012 0:00:00,"719","DELSME","4743","y","y",
554,"SKT",2012,3/8/2012 0:00:00,"719","DELSME","4744","y","y",1
555,"SKT",2012,3/6/2012 0:00:00,"801","DELSME","4584","y","y",1
556,"SKT",2012,3/6/2012 0:00:00,"801","DELSME","4585","y","y",1
557,"FMWT",2011,12/12/2011 0:00:00,"706","DELSME","3322","y","y",
558,"SKT",2012,3/6/2012 0:00:00,"801","DELSME","4586","y","y",1
559,"SKT",2012,3/6/2012 0:00:00,"804","DELSME","4580","y","y",2
560,"SKT",2012,3/6/2012 0:00:00,"804","DELSME","4583","y","y",1
561,"SKT",2012,3/6/2012 0:00:00,"804","DELSME","4581","y","y",2
562,"FMWT",2011,12/12/2011 0:00:00,"706","DELSME","3326","y","y",
563,"SKT",2012,3/6/2012 0:00:00,"804","DELSME","4582","y","y",1
564,"FMWT",2011,12/12/2011 0:00:00,"706","DELSME","3324","y","y",
565,"FMWT",2011,12/12/2011 0:00:00,"706","DELSME","3349","y","y",
566,"FMWT",2011,12/12/2011 0:00:00,"706","DELSME","3335","y","y",
567,"FMWT",2011,12/12/2011 0:00:00,"706","DELSME","3332","y","y",
568,"FMWT",2011,12/12/2011 0:00:00,"706","DELSME","3342","y","y",
569,"FMWT",2011,12/12/2011 0:00:00,"706","DELSME","3355","y","y",
570,"FMWT",2011,12/12/2011 0:00:00,"706","DELSME","3346","y","y",
571,"FMWT",2011,12/12/2011 0:00:00,"706","DELSME","3357","y","y",
572,"FMWT",2011,12/12/2011 0:00:00,"706","DELSME","3345","y","y",
573,"FMWT",2011,12/12/2011 0:00:00,"706","DELSME","3343","y","y",
574,"FMWT",2011,12/12/2011 0:00:00,"706","DELSME","3337","y","y",
575,"FMWT",2011,12/12/2011 0:00:00,"706","DELSME","3354","y","y",
576,"FMWT",2011,12/12/2011 0:00:00,"706","DELSME","3333","y","y",
577,"FMWT",2011,12/12/2011 0:00:00,"706","DELSME","3350","y","y",2
578,"FMWT",2011,12/12/2011 0:00:00,"706","DELSME","3317","y","y",
579,"SKT",2012,1/18/2012 0:00:00,"519","DELSME","4018","y","y",
580,"SKT",2012,1/18/2012 0:00:00,"519","DELSME","4025","y","y",
581,"SKT",2012,1/18/2012 0:00:00,"519","DELSME","4046","y","y",2
582,"SKT",2012,1/18/2012 0:00:00,"519","DELSME","4037","y","y",
583,"SKT",2012,1/18/2012 0:00:00,"519","DELSME","4010","y","y",
584,"SKT",2012,1/20/2012 0:00:00,"606","DELSME","4258","y","y",
585,"SKT",2012,1/20/2012 0:00:00,"606","DELSME","4274","y","y",1
586,"SKT",2012,1/20/2012 0:00:00,"609","DELSME","4304","y","y",
587,"SKT",2012,1/20/2012 0:00:00,"609","DELSME","4288","y","y",
588,"SKT",2012,1/19/2012 0:00:00,"706","DELSME","4087","y","y",1
589,"SKT",2012,1/19/2012 0:00:00,"719","DELSME","4226","y","y",
590,"SKT",2012,1/19/2012 0:00:00,"719","DELSME","4124","y","y",
591,"SKT",2012,1/19/2012 0:00:00,"719","DELSME","4188","y","y",
592,"SKT",2012,1/19/2012 0:00:00,"719","DELSME","4186","y","y",2
593,"SKT",2012,1/19/2012 0:00:00,"719","DELSME","4167","y","y",
594,"SKT",2012,1/20/2012 0:00:00,"609","DELSME","4320","y","y",1
595,"SKT",2012,2/14/2012 0:00:00,"519","DELSME","4332","y","y",
596,"SKT",2012,2/14/2012 0:00:00,"519","DELSME","4323","y","y",
597,"SKT",2012,2/14/2012 0:00:00,"519","DELSME","4379","y","y",2
598,"SKT",2012,2/16/2012 0:00:00,"609","DELSME","4557","y","y",1
599,"SKT",2012,2/16/2012 0:00:00,"609","DELSME","4544","y","y",1
600,"SKT",2012,2/15/2012 0:00:00,"719","DELSME","4492","y","y",
601,"SKT",2012,2/15/2012 0:00:00,"719","DELSME","4485","y","y",1
602,"SKT",2012,2/15/2012 0:00:00,"719","DELSME","4490","y","y",
603,"SKT",2012,4/5/2012 0:00:00,"405","DELSME","4965","y","y",1
604,"SKT",2012,4/5/2012 0:00:00,"411","DELSME","4961","y","y",1
605,"SKT",2012,4/5/2012 0:00:00,"411","DELSME","4960","y","y",1
606,"SKT",2012,4/5/2012 0:00:00,"411","DELSME","4962","y","y",1
607,"SKT",2012,4/5/2012 0:00:00,"411","DELSME","4963","n","y",1
608,"SKT",2012,4/5/2012 0:00:00,"411","DELSME","4964","n","y",1
609,"SKT",2012,4/5/2012 0:00:00,"418","DELSME","4966","Y","y",1
610,"SKT",2012,4/5/2012 0:00:00,"504","DELSME","4959","y","y",2
611,"SKT",2012,4/3/2012 0:00:00,"508","DELSME","4907","y","y",1
612,"SKT",2012,4/3/2012 0:00:00,"513","DELSME","4904","y","y",1
613,"SKT",2012,4/3/2012 0:00:00,"513","DELSME","4900","y","y",1
614,"SKT",2012,4/3/2012 0:00:00,"513","DELSME","4899","y","y",1
615,"SKT",2012,4/3/2012 0:00:00,"513","DELSME","4905","y","y",1
616,"SKT",2012,4/3/2012 0:00:00,"513","DELSME","4902","y","y",2
617,"SKT",2012,4/3/2012 0:00:00,"519","DELSME","4908","y","y",2
618,"SKT",2012,4/3/2012 0:00:00,"519","DELSME","4910","y","y",1
619,"SKT",2012,4/3/2012 0:00:00,"519","DELSME","4909","y","y",1
620,"SKT",2012,4/3/2012 0:00:00,"520","DELSME","4911","y","y",1
621,"SKT",2012,4/3/2012 0:00:00,"520","DELSME","4912","y","y",1
622,"SKT",2012,4/5/2012 0:00:00,"602","DELSME","4970","y","y",1
623,"SKT",2012,4/5/2012 0:00:00,"602","DELSME","4968","y","y",1
624,"SKT",2012,4/5/2012 0:00:00,"602","DELSME","4972","y","y",1
625,"SKT",2012,4/5/2012 0:00:00,"602","DELSME","4967","y","y",1
626,"SKT",2012,4/5/2012 0:00:00,"606","DELSME","4984","y","y",2
627,"SKT",2012,4/5/2012 0:00:00,"606","DELSME","4986","y","y",1
628,"SKT",2012,4/5/2012 0:00:00,"606","DELSME","4991","y","y",1
629,"SKT",2012,4/5/2012 0:00:00,"606","DELSME","4983","y","y",1
630,"SKT",2012,4/5/2012 0:00:00,"606","DELSME","4995","y","y",1
631,"SKT",2012,4/5/2012 0:00:00,"609","DELSME","5004","y","y",1
632,"SKT",2012,4/5/2012 0:00:00,"609","DELSME","5005","y","y",2
633,"SKT",2012,4/5/2012 0:00:00,"609","DELSME","5031","y","y",1
634,"SKT",2012,4/5/2012 0:00:00,"609","DELSME","5012","y","y",
635,"SKT",2012,4/5/2012 0:00:00,"609","DELSME","5030","y","y",
636,"SKT",2012,4/5/2012 0:00:00,"610","DELSME","5037","y","y",1
637,"SKT",2012,4/5/2012 0:00:00,"610","DELSME","5036","y","y",2
638,"SKT",2012,4/4/2012 0:00:00,"704","DELSME","4913","Y","y",1
639,"SKT",2012,4/4/2012 0:00:00,"706","DELSME","4915","n","y",1
640,"SKT",2012,4/4/2012 0:00:00,"706","DELSME","4916","Y","y",1
641,"SKT",2012,4/4/2012 0:00:00,"706","DELSME","4918","y","y",1
642,"SKT",2012,4/4/2012 0:00:00,"706","DELSME","4917","y","y",1
643,"SKT",2012,4/4/2012 0:00:00,"707","DELSME","4919","y","y",1
644,"SKT",2012,4/4/2012 0:00:00,"711","DELSME","4957","y","y",2
645,"SKT",2012,4/4/2012 0:00:00,"711","DELSME","4958","Y","Y",1
646,"SKT",2012,4/4/2012 0:00:00,"713","DELSME","4920","Y","y",1
647,"SKT",2012,4/4/2012 0:00:00,"715","DELSME","4925","y","y",1
648,"SKT",2012,4/4/2012 0:00:00,"715","DELSME","4922","y","y",1
649,"SKT",2012,4/4/2012 0:00:00,"715","DELSME","4926","y","y",1
650,"SKT",2012,4/4/2012 0:00:00,"715","DELSME","4927","n","y",1
651,"SKT",2012,4/4/2012 0:00:00,"715","DELSME","4924","y","y",1
652,"SKT",2012,4/4/2012 0:00:00,"716","DELSME","4930","y","y",1
653,"SKT",2012,4/4/2012 0:00:00,"716","DELSME","4931","y","y",2
654,"SKT",2012,4/4/2012 0:00:00,"716","DELSME","4935","y","y",1
655,"SKT",2012,4/4/2012 0:00:00,"716","DELSME","4936","y","y",1
656,"SKT",2012,4/4/2012 0:00:00,"716","DELSME","4933","y","y",1
657,"SKT",2012,4/4/2012 0:00:00,"719","DELSME","4941","y","y",1
658,"SKT",2012,4/4/2012 0:00:00,"719","DELSME","4940","y","y",
659,"SKT",2012,4/4/2012 0:00:00,"719","DELSME","4937","y","y",1
660,"SKT",2012,4/3/2012 0:00:00,"513","DELSME","4898","y","y",1
661,"SKT",2012,4/3/2012 0:00:00,"513","DELSME","4901","y","y",1
662,"SKT",2012,4/3/2012 0:00:00,"513","DELSME","4903","y","y",1
663,"SKT",2012,4/5/2012 0:00:00,"602","DELSME","4969","y","y",1
664,"SKT",2012,4/5/2012 0:00:00,"602","DELSME","4973","y","y",1
665,"SKT",2012,4/5/2012 0:00:00,"602","DELSME","4975","y","y",1
666,"SKT",2012,4/5/2012 0:00:00,"602","DELSME","4976","y","y",1
667,"SKT",2012,4/5/2012 0:00:00,"602","DELSME","4979","y","y",1
668,"SKT",2012,4/5/2012 0:00:00,"602","DELSME","4981","y","y",1
669,"SKT",2012,4/5/2012 0:00:00,"606","DELSME","4990","y","y",1
670,"SKT",2012,4/5/2012 0:00:00,"606","DELSME","4993","y","y",1
671,"SKT",2012,4/5/2012 0:00:00,"606","DELSME","4994","y","y",1
672,"SKT",2012,4/5/2012 0:00:00,"606","DELSME","4997","y","y",2
673,"SKT",2012,4/5/2012 0:00:00,"609","DELSME","5003","y","y",1
674,"SKT",2012,4/5/2012 0:00:00,"609","DELSME","5008","y","y",1
675,"SKT",2012,4/5/2012 0:00:00,"609","DELSME","5009","y","y",1
676,"SKT",2012,4/5/2012 0:00:00,"609","DELSME","5022","y","y",1
677,"SKT",2012,4/5/2012 0:00:00,"609","DELSME","5024","y","y",1
678,"SKT",2012,4/5/2012 0:00:00,"609","DELSME","5027","y","y",1
679,"SKT",2012,4/5/2012 0:00:00,"609","DELSME","5028","y","y",1
680,"SKT",2012,4/4/2012 0:00:00,"715","DELSME","4921","y","y",1
681,"SKT",2012,4/4/2012 0:00:00,"715","DELSME","4923","y","y",1
682,"SKT",2012,4/4/2012 0:00:00,"715","DELSME","4928","y","y",1
683,"SKT",2012,4/4/2012 0:00:00,"715","DELSME","4929","y","y",1
684,"SKT",2012,4/4/2012 0:00:00,"716","DELSME","4932","y","y",1
685,"SKT",2012,4/4/2012 0:00:00,"716","DELSME","4934","y","y",1
686,"SKT",2012,4/4/2012 0:00:00,"719","DELSME","4938","y","y",1
687,"SKT",2012,4/4/2012 0:00:00,"719","DELSME","4939","y","y",1
