"UniqueID","DietStudy","LogNumber","Project","GearType","Year","Month","Date","Time","Station","SerialNumber","CulturedOrigin","Depth","SurfaceTemperature","SurfaceConductivity","SurfacePPT","BottomTemperature","BottomConductivity","BottomPPT","Secchi","Turbidity","TotalBodyWeight","Length","GutContents","TotalGutContentWeight","TotalNumberOfPrey","TotalPreyWeight","GutFullness","FullnessRank","DigestionRank","Debris","Stomach tissue","Unid animal material","Unid plant material","Worm pieces","Acanthocyclops spp","Acartia spp","Acartia copepodid","Acartiella sinensis","Acartiella copepodid","Barnacle nauplii","Bosmina spp","Ceriodaphnia spp","Calanoid copepodid","Chironomid larvae","Clams","Copepod nauplii","Corophium type","Crab zoea","Cumaceans","Cyclopoid copepodid","Daphnia spp","Diacyclops spp","Diaphanosoma spp","Diaptomus spp","Diaptomus copepodid","Eucyclops spp","Eurytemora spp","Eurytemora copepodid","Eurytemora nauplii","Fish eggs","Gammarus type","Harpacticoids","Hyperacanthomysis longirostris","Isopods","Limnoithona spp","Limnoithona copepodid","Longfin Smelt","Neomysis kadiakensis","Neomysis mercedis","Nippoleucon hinumensis","Oithona davisae","Oithona copepodid","Osphranticum","Ostracods","Other calanoid","Other cladocera","Other cyclopoid","Other insect larvae","Other malacostraca","Other rotifer","Other zooplankton","Palaemon","Prickly Sculpin","Pseudodiaptomus copepodid","Pseudodiaptomus forbesi","Pseudodiaptomus marinus","Pseudodiaptomus nauplii","Pseudodiaptomus spp","Sinocalanus copepodid","Sinocalanus nauplii","Sinocalanus spp","Terrestrial invertebrates","Tortanus copepodid","Tortanus dextrilobatus","Tortanus spp","Tridentiger spp","Unid amphipod","Unid calanoid","Unid cladocera","Unid copepod","Unid cumacean","Unid cyclopoid","Unid fish","Unid mysids","totprey"
"FLaSH 1264 STN 2012-06-27 513 5230","FLaSH","1264","STN","TWNET",2012,6,2012-06-27,07:50:00,"513","5230","NA",15.24,19.7999992370605,1504,0.733996912617268,19.2,1981,0.99,44,21.2000007629395,0.2575,35,"Y",0.00066,1,5e-05,0.02132,1,3,"N","N","N","N","N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FLaSH 1265 STN 2012-06-27 513 5231","FLaSH","1265","STN","TWNET",2012,6,2012-06-27,07:50:00,"513","5231","NA",15.24,19.7999992370605,1504,0.733996912617268,19.2,1981,0.99,44,21.2000007629395,0.2339,34,"Y",0.00151,2,0.00013,0.0537,1,1,"N","N","N","N","N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FLaSH 1266 STN 2012-06-27 513 5232","FLaSH","1266","STN","TWNET",2012,6,2012-06-27,07:50:00,"513","5232","NA",15.24,19.7999992370605,1504,0.733996912617268,19.2,1981,0.99,44,21.2000007629395,0.2303,33,"Y",0.00086,1,5e-05,0.02384,1,1,"N","N","N","N","N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FLaSH 1269 STN 2012-06-27 513 5236","FLaSH","1269","STN","TWNET",2012,6,2012-06-27,07:50:00,"513","5236","NA",15.24,19.7999992370605,1504,0.733996912617268,19.2,1981,0.99,44,21.2000007629395,0.263,36,"Y",NA,4,0.00022,0.0835,1,2,"N","N","N","N","N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FLaSH 1270 STN 2012-06-14 609 5190","FLaSH","1270","STN","TWNET",2012,6,2012-06-14,08:05:00,"609","5190","NA",7.9248,20.5,5200,2.77680025003579,20.4,5480,2.94,29,53,0.1553,29,"Y",NA,1,7e-05,0.04552,1,1,"N","N","N","N","N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FLaSH 1271 STN 2012-06-14 609 5191","FLaSH","1271","STN","TWNET",2012,6,2012-06-14,08:05:00,"609","5191","NA",7.9248,20.5,5200,2.77680025003579,20.4,5480,2.94,29,53,0.1768,31,"Y",0.00074,1,7e-05,0.03999,1,0,"N","N","N","N","N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FLaSH 1272 STN 2012-06-14 609 5194","FLaSH","1272","STN","TWNET",2012,6,2012-06-14,08:05:00,"609","5194","NA",7.9248,20.5,5200,2.77680025003579,20.4,5480,2.94,29,53,0.1528,28,"Y",0.00109,4,0.00024,0.15406,2,1,"N","N","N","N","N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FLaSH 1273 STN 2012-06-12 704 5182","FLaSH","1273","STN","TWNET",2012,6,2012-06-12,14:56:00,"704","5182","NA",7.9248,21.1000003814697,580,0.264599377763647,22,739,0.34,41,25,0.3938,39,"Y",0.0037,81,0.00565,1.43415,4,2,"N","N","N","N","N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FLaSH 1274 STN 2012-06-12 704 5183","FLaSH","1274","STN","TWNET",2012,6,2012-06-12,14:56:00,"704","5183","NA",7.9248,21.1000003814697,580,0.264599377763647,22,739,0.34,41,25,0.6045,42,"Y",0.00553,97,0.00594,0.9825,3,3,"Y","N","N","N","N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FLaSH 1275 STN 2012-06-12 704 5184","FLaSH","1275","STN","TWNET",2012,6,2012-06-12,14:56:00,"704","5184","NA",7.9248,21.1000003814697,580,0.264599377763647,22,739,0.34,41,25,0.1761,29,"Y",NA,12,0.00082,0.46383,4,1,"N","N","N","N","N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FLaSH 1276 STN 2012-06-12 706 5179","FLaSH","1276","STN","TWNET",2012,6,2012-06-12,14:03:00,"706","5179","NA",8.2296,21.1000003814697,208,0.0882935673377755,23,252,0.11,46,19,0.1525,28,"Y",0.00047,8,5e-04,0.32944,2,1,"N","N","N","N","N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FLaSH 1279 STN 2012-06-11 719 5150","FLaSH","1279","STN","TWNET",2012,6,2012-06-11,11:57:00,"719","5150","NA",7.3152,23.2000007629395,392,0.173970454125863,21.5,374,0.17,29,37.4000015258789,0.2029,29,"Y",0.00075,10,0.00055,0.2689,3,1,"N","N","N","N","N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FLaSH 1283 STN 2012-06-11 721 5140","FLaSH","1283","STN","TWNET",2012,6,2012-06-11,10:40:00,"721","5140","NA",2.1336,21.1000003814697,212,0.0901118488118557,19.9,212,0.09,19,54.2999992370605,0.189,31,"Y",0.00187,15,0.00082,0.43571,3,1,"N","N","N","N","N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FLaSH 1291 STN 2012-06-11 797 5161","FLaSH","1291","STN","TWNET",2012,6,2012-06-11,12:42:00,"797","5161","NA",9.7536,23.1000003814697,694,0.320636896556349,22.3,696,0.32,24,40.7000007629395,0.1653,29,"Y",0.00152,28,0.00127,0.76909,4,2,"N","N","N","N","N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FLaSH 1306 STN 2013-06-11 721 0033","FLaSH","1306","STN","TWNET",2013,6,2013-06-11,08:31:00,"721","0033","NA",4.2672,20.1000003814697,188,0.0792399245437001,NA,128,0.05,35,NA,0.393,37,"Y",0.0018,12,0.00066,0.16763,3,1,"N","N","N","N","N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FLaSH 1307 STN 2013-06-11 721 0034","FLaSH","1307","STN","TWNET",2013,6,2013-06-11,08:31:00,"721","0034","NA",4.2672,20.1000003814697,188,0.0792399245437001,NA,128,0.05,35,NA,0.3077,34,"Y",0.00112,6,0.00021,0.06688,2,2,"N","N","N","N","N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FLaSH 1311 STN 2013-06-24 721 0098","FLaSH","1311","STN","TWNET",2013,6,2013-06-24,09:03:00,"721","0098","NA",3.3528,20,181,0.0760867599944694,NA,178,0.07,38,NA,0.2879,36,"Y",0.00161,29,0.00143,0.49576,2,1,"N","N","N","N","N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FLaSH 1322 STN 2013-06-10 801 0003","FLaSH","1322","STN","TWNET",2013,6,2013-06-10,08:20:00,"801","0003","NA",7.0104,19,5060,2.69654643961731,NA,6135,3.32,35,NA,0.2095,32,"Y",NA,2,0.00011,0.05241,1,1,"N","N","N","N","N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FLaSH 1324 STN 2013-07-25 418 0242","FLaSH","1324","STN","TWNET",2013,7,2013-07-25,11:48:00,"418","0242","NA",10.0584,20.7999992370605,18389,10.8623958586728,NA,21340,12.77,18,NA,1.0158,52,"Y",0.00533,27,0.00555,0.54614,2,3,"N","N","N","N","N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FLaSH 1386 STN 2012-06-25 721 5200","FLaSH","1386","STN","TWNET",2012,6,2012-06-25,08:37:00,"721","5200","NA",3.9624,18.5,179,0.0751874141715071,18.2,190,0.08,22,50.5999984741211,0.2961,36,"Y",NA,22,0.00088,0.29659,2,2,"N","N","N","N","N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FLaSH 1398 STN 2012-06-25 797 5212","FLaSH","1398","STN","TWNET",2012,6,2012-06-25,11:52:00,"797","5212","NA",9.7536,20.3999996185303,732,0.339467723207604,20.8,736,0.34,33,33.7999992370605,0.2036,32,"Y",0.00066,1,7e-05,0.03472,1,1,"N","N","N","N","N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FLaSH 1401 STN 2012-06-11 797 5160","FLaSH","1401","STN","TWNET",2012,6,2012-06-11,12:42:00,"797","5160","NA",9.7536,23.1000003814697,694,0.320636896556349,22.3,696,0.32,24,40.7000007629395,0.2098,28,"Y",0.00054,4,0.00028,0.1348,1,1,"N","N","N","N","N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FLaSH 1404 STN 2012-06-11 721 5137","FLaSH","1404","STN","TWNET",2012,6,2012-06-11,10:40:00,"721","5137","NA",2.1336,21.1000003814697,212,0.0901118488118557,19.9,212,0.09,19,54.2999992370605,0.181,28,"Y",0.00057,13,0.00067,0.37155,2,2,"N","N","N","N","N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FLaSH 1408 STN 2012-06-11 719 5152","FLaSH","1408","STN","TWNET",2012,6,2012-06-11,11:57:00,"719","5152","NA",7.3152,23.2000007629395,392,0.173970454125863,21.5,374,0.17,29,37.4000015258789,0.1504,28,"Y",0.00145,40,0.00166,1.10186,2,3,"N","N","N","N","N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FLaSH 1410 STN 2012-06-11 721 5142","FLaSH","1410","STN","TWNET",2012,6,2012-06-11,10:40:00,"721","5142","NA",2.1336,21.1000003814697,212,0.0901118488118557,19.9,212,0.09,19,54.2999992370605,0.1782,31,"Y",0.00116,37,0.00182,1.02295,2,1,"N","N","N","N","N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FLaSH 1412 STN 2012-06-25 719 5203","FLaSH","1412","STN","TWNET",2012,6,2012-06-25,10:45:00,"719","5203","NA",10.668,20.5,388,0.172071150980863,20.6,396,0.18,32,31.2999992370605,0.1468,30,"Y",0.00031,4,0.00022,0.14959,1,2,"N","N","N","N","N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FLaSH 1416 STN 2012-06-25 721 5199","FLaSH","1416","STN","TWNET",2012,6,2012-06-25,08:37:00,"721","5199","NA",3.9624,18.5,179,0.0751874141715071,18.2,190,0.08,22,50.5999984741211,0.4835,42,"Y",0.00306,116,0.00466,0.96308,3,2,"N","N","N","N","N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FLaSH 1420 STN 2012-06-25 719 5202","FLaSH","1420","STN","TWNET",2012,6,2012-06-25,10:45:00,"719","5202","NA",10.668,20.5,388,0.172071150980863,20.6,396,0.18,32,31.2999992370605,0.1582,29,"Y",0.00046,10,0.00047,0.29583,1,1,"N","N","N","N","N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FLaSH 1440 STN 2013-06-12 609 0085","FLaSH","1440","STN","TWNET",2013,6,2013-06-12,08:31:00,"609","0085","NA",10.9728,19.7999992370605,5925,3.19506743984763,NA,5560,2.98,23,NA,0.5394,43,"Y",0.00107,1,8e-05,0.01571,1,2,"N","N","N","N","N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FLaSH 1579 SKT 2014-03-12 719 0537","FLaSH","1579","SKT","KT",2014,3,2014-03-12,10:24:00,"719","0537","NA",9.144,13.8000001907349,533,0.241714921392205,NA,NA,NA,32,26,2.247,66,"Y",NA,2,0.00013,0.00559,1,1,"N","N","Y","N","N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FLaSH 1606 SKT 2014-04-08 719 0584","FLaSH","1606","SKT","KT",2014,4,2014-04-08,10:00:00,"719","0584","NA",10.9728,16.6000003814697,486,0.218973083082267,NA,NA,NA,53,18,1.5325,60,"Y",0.01333,136,0.00918,0.59909,3,2,"N","N","N","N","N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FLaSH 1618 SKT 2014-05-07 719 0016","FLaSH","1618","SKT","KT",2014,5,2014-05-07,10:14:00,"719","0016","NA",10.668,19.2000007629395,426,0.190168535438085,NA,NA,NA,25,33,2.3383,71,"Y",0.01412,271,0.01831,0.7829,3,2,"N","N","N","N","N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FLaSH 1621 SKT 2014-05-07 719 0020","FLaSH","1621","SKT","KT",2014,5,2014-05-07,10:14:00,"719","0020","NA",10.668,19.2000007629395,426,0.190168535438085,NA,NA,NA,25,33,2.957,75,"Y",NA,47,0.00321,0.10864,1,2,"N","N","N","N","N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FLaSH 1623 SKT 2014-05-07 719 0022","FLaSH","1623","SKT","KT",2014,5,2014-05-07,10:14:00,"719","0022","NA",10.668,19.2000007629395,426,0.190168535438085,NA,NA,NA,25,33,3.3634,74,"Y",0.00646,31,0.00207,0.06141,1,2,"N","N","N","N","N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FLaSH 1627 STN 2014-06-03 704 0056","FLaSH","1627","STN","TWNET",2014,6,2014-06-03,15:19:00,"704","0056","NA",8.8392,21.3999996185303,1544,0.754928529738625,21.6,754,0.35,48,20.7999992370605,0.1147,26,"Y",NA,19,0.00104,0.90942,3,3,"N","N","N","N","N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FLaSH 1642 STN 2014-06-16 706 0103","FLaSH","1642","STN","TWNET",2014,6,2014-06-16,11:19:00,"706","0103","NA",8.8392,20.8999996185303,4215,2.2160294728127,20.9,4052,2.12,36,46.5999984741211,0.8981,50,"Y",0.00291,23,0.00124,0.13777,2,2,"N","N","N","N","N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FLaSH 1652 STN 2014-06-02 719 0002","FLaSH","1652","STN","TWNET",2014,6,2014-06-02,11:21:00,"719","0002","NA",10.3632,21.3999996185303,424,0.189213103613724,21.6,423,0.19,39,34.7999992370605,0.4862,41,"Y",NA,112,0.0059,1.21413,3,2,"N","N","N","N","N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FLaSH 1653 STN 2014-06-02 719 0003","FLaSH","1653","STN","TWNET",2014,6,2014-06-02,11:21:00,"719","0003","NA",10.3632,21.3999996185303,424,0.189213103613724,21.6,423,0.19,39,34.7999992370605,0.3763,38,"Y",NA,37,0.002,0.53255,2,3,"N","N","N","N","N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FLaSH 1655 STN 2014-06-02 719 0006","FLaSH","1655","STN","TWNET",2014,6,2014-06-02,11:21:00,"719","0006","NA",10.3632,21.3999996185303,424,0.189213103613724,21.6,423,0.19,39,34.7999992370605,0.2653,33,"Y",0.00099,12,0.00079,0.29944,1,3,"N","N","N","N","N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FLaSH 1658 STN 2014-06-02 797 0014","FLaSH","1658","STN","TWNET",2014,6,2014-06-02,12:19:00,"797","0014","NA",10.0584,21.2000007629395,773,0.359863266528802,21.4,774,0.36,32,36.4000015258789,0.1594,26,"Y",0.00036,4,0.00018,0.11192,1,2,"N","N","N","N","N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FLaSH 1660 STN 2014-06-02 797 0016","FLaSH","1660","STN","TWNET",2014,6,2014-06-02,12:19:00,"797","0016","NA",10.0584,21.2000007629395,773,0.359863266528802,21.4,774,0.36,32,36.4000015258789,0.1143,26,"Y",0.00056,10,0.00044,0.386,1,2,"N","N","N","N","N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FLaSH 1661 STN 2014-06-02 797 0018","FLaSH","1661","STN","TWNET",2014,6,2014-06-02,12:19:00,"797","0018","NA",10.0584,21.2000007629395,773,0.359863266528802,21.4,774,0.36,32,36.4000015258789,0.1402,28,"Y",NA,3,0.00016,0.11748,1,1,"N","N","N","N","N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FLaSH 1671 STN 2014-07-01 602 0152","FLaSH","1671","STN","TWNET",2014,7,2014-07-01,10:41:00,"602","0152","NA",1.2192,21,18025,10.6286731401806,20.7,17908,10.55,19,124,0.2361,33,"Y",0.00092,1,0.00022,0.09301,1,1,"N","N","N","N","N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FLaSH 1773 FMWT 2014-09-17 719 7006","FLaSH","1773","FMWT","MWT",2014,9,2014-09-17,10:48:00,"719","7006","NA",10.3632,22.1,400,0.18,NA,400,0.18,0.5,17.2,3.7429,83,"Y",0.02899,1,5e-05,0.00147,1,1,"N","N","N","Y","N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
