"UniqueID","DietStudy","LogNumber","Project","GearType","Year","Month","Date","Time","Station","SerialNumber","CultureOrigin","Depth","SurfaceTemperature","SurfaceConductivity","SurfacePPT","BottomTemperature","BottomConductivity","BottomPPT","Secchi","Turbidity","TotalBodyWeight","Length","GutContents","TotalGutContentWeight","TotalNumberOfPrey","TotalPreyWeight","GutFullness","FullnessRank","DigestionRank","Debris","Unid animal material","Unid plant material","Stomach tissue","Worm pieces","Acanthocyclops spp","Acartia copepodid","Acartia spp","Acartiella copepodid","Acartiella sinensis","Barnacle nauplii","Bosmina spp","Calanoid copepodid","Ceriodaphnia spp","Chironomid larvae","Clams","Copepod nauplii","Corophium type","Crab zoea","Cumaceans","Cyclopoid copepodid","Daphnia spp","Diaphanosoma spp","Diaptomus copepodid","Diaptomus spp","Eurytemora copepodid","Eurytemora nauplii","Eurytemora spp","Fish eggs","Gammarus type","Harpacticoids","Hyperacanthomysis longirostris","Isopods","Limnoithona copepodid","Limnoithona spp","Longfin Smelt","Neomysis kadiakensis","Neomysis mercedis","Nippoleucon hinumensis","Oithona copepodid","Oithona davisae","Osphranticum","Ostracods","Other calanoid","Other cladocera","Other cyclopoid","Other insect larvae","Other malacostraca","Other rotifer","Other zooplankton","Pacific Herring","Palaemon","Prickly Sculpin","Pseudodiaptomus copepodid","Pseudodiaptomus forbesi","Pseudodiaptomus marinus","Pseudodiaptomus nauplii","Pseudodiaptomus spp","Sinocalanus copepodid","Sinocalanus nauplii","Sinocalanus spp","Synchaeta","Terrestrial invertebrates","Tortanus copepodid","Tortanus dextrilobatus","Tortanus spp","Tridentiger spp","Unid amphipod","Unid calanoid","Unid cladocera","Unid copepod","Unid cyclopoid","Unid fish","Unid mysids"
"FLaSH 0266 FMWT 2011-12-12 703 3424","FLaSH","0266","FMWT","MWT",2011,12,2011-12-12,14:51:00,"703","3424","U",12.5,9.7,4268,2.25,NA,5860,3.16,48,30.9,1.6172,61,"Y",NA,55,NA,0.18648,NA,NA,"N","N","N","N","N",0,0,0,0,4,0,0,0,0,0,0,0,35,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"FLaSH 0267 FMWT 2011-12-12 703 3418","FLaSH","0267","FMWT","MWT",2011,12,2011-12-12,14:51:00,"703","3418","U",12.5,9.7,4268,2.25,NA,5860,3.16,48,30.9,1.1745,54,"Y",NA,120,NA,0.46435,NA,NA,"N","Y","N","N","N",0,0,0,0,27,0,0,0,0,0,0,0,44,0,0,1,0,0,0,0,0,0,0,0,0,25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"FLaSH 0268 FMWT 2011-12-07 502 3175","FLaSH","0268","FMWT","MWT",2011,12,2011-12-07,11:49:00,"502","3175","U",13.4,10.6,13570,7.81,NA,19970,11.88,72,10.6,0.9023,50,"Y",0.00726,107,0.00726,0.87757,NA,NA,"N","N","N","N","Y",2,0,2,3,66,0,0,0,2,0,0,0,0,0,0,10,2,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,10,0,0,0,0,0,0,0,0
"FLaSH 0269 FMWT 2011-12-12 705 3384","FLaSH","0269","FMWT","MWT",2011,12,2011-12-12,13:40:00,"705","3384","U",11,9.3,700,0.32,NA,2161,1.08,91,11.6,1.7949,63,"Y",0.00695,7,0.00695,0.01376,NA,NA,"N","Y","N","N","N",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FLaSH 0270 FMWT 2011-12-12 704 3399","FLaSH","0270","FMWT","MWT",2011,12,2011-12-12,14:06:00,"704","3399","U",11.6,9.5,1233,0.59,NA,3142,1.62,82,12.3,1.8658,64,"Y",0.00635,24,0.00635,0.05171,NA,NA,"N","N","N","N","N",0,0,0,0,1,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FLaSH 0271 FMWT 2011-12-09 517 3235","FLaSH","0271","FMWT","MWT",2011,12,2011-12-09,08:26:00,"517","3235","U",5.5,9.4,7500,4.12,NA,11300,6.41,53,12.8,2.2973,66,"Y",0.0227,18,0.0227,0.18025,NA,NA,"N","N","N","N","N",1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
"FLaSH 0272 FMWT 2011-12-09 519 3252","FLaSH","0272","FMWT","MWT",2011,12,2011-12-09,09:20:00,"519","3252","U",3,9.6,9390,5.25,NA,10250,5.77,62,16.7,1.7302,61,"Y",NA,204,NA,0.6335,NA,NA,"N","N","N","N","N",35,0,0,0,56,0,0,0,1,0,0,0,16,0,0,28,6,0,0,0,0,0,1,0,0,15,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,2
"FLaSH 0273 FMWT 2011-12-09 518 3240","FLaSH","0273","FMWT","MWT",2011,12,2011-12-09,08:50:00,"518","3240","U",3,9.8,8200,4.53,NA,9400,5.25,63,18.5,1.4325,58,"Y",0.00611,14,0.00611,0.06549,NA,NA,"N","N","N","N","N",1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"FLaSH 0274 FMWT 2011-12-09 517 3237","FLaSH","0274","FMWT","MWT",2011,12,2011-12-09,08:26:00,"517","3237","U",5.5,9.4,7500,4.12,NA,11300,6.41,53,12.8,1.5028,56,"Y",NA,359,NA,0.94934,NA,NA,"N","N","N","N","N",31,0,0,0,0,0,0,0,25,0,0,0,1,0,0,17,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0
"FLaSH 0275 FMWT 2011-12-09 518 3241","FLaSH","0275","FMWT","MWT",2011,12,2011-12-09,08:50:00,"518","3241","U",3,9.8,8200,4.53,NA,9400,5.25,63,18.5,1.633,59,"Y",0.0092,36,0.0092,0.08249,NA,NA,"N","N","N","N","N",3,0,0,0,0,0,0,0,5,0,0,0,8,0,0,3,15,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FLaSH 0276 FMWT 2011-12-09 519 3248","FLaSH","0276","FMWT","MWT",2011,12,2011-12-09,09:20:00,"519","3248","U",3,9.6,9390,5.25,NA,10250,5.77,62,16.7,2.2095,66,"Y",NA,172,NA,0.43317,NA,NA,"N","N","N","N","N",24,0,0,0,73,0,0,0,0,0,0,0,10,0,0,12,4,0,0,0,0,0,0,0,0,24,8,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1
"FLaSH 0277 FMWT 2011-12-09 519 3250","FLaSH","0277","FMWT","MWT",2011,12,2011-12-09,09:20:00,"519","3250","U",3,9.6,9390,5.25,NA,10250,5.77,62,16.7,1.7381,63,"Y",0.00923,45,0.00923,0.09829,NA,NA,"N","N","N","N","N",8,0,0,0,2,0,0,0,0,0,0,0,15,0,0,9,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,1
"FLaSH 0278 FMWT 2011-12-09 517 3236","FLaSH","0278","FMWT","MWT",2011,12,2011-12-09,08:26:00,"517","3236","U",5.5,9.4,7500,4.12,NA,11300,6.41,53,12.8,1.7443,62,"Y",0.01556,18,0.01556,0.22506,NA,NA,"N","N","N","N","N",2,0,0,0,1,0,0,0,0,0,0,0,6,0,0,2,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"FLaSH 0279 FMWT 2011-12-09 509 3271","FLaSH","0279","FMWT","MWT",2011,12,2011-12-09,11:09:00,"509","3271","U",17.1,10.2,6110,3.3,NA,10260,5.77,72,12.9,1.9267,63,"Y",0.00939,26,0.00939,0.09102,NA,NA,"N","N","N","N","N",0,0,0,0,15,0,0,1,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"FLaSH 0280 FMWT 2011-12-12 705 3369","FLaSH","0280","FMWT","MWT",2011,12,2011-12-12,13:40:00,"705","3369","U",11,9.3,700,0.32,NA,2161,1.08,91,11.6,1.6727,61,"Y",0.00885,4,0.00885,0.01582,NA,NA,"N","N","N","N","N",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FLaSH 0281 FMWT 2011-12-12 705 3371","FLaSH","0281","FMWT","MWT",2011,12,2011-12-12,13:40:00,"705","3371","U",11,9.3,700,0.32,NA,2161,1.08,91,11.6,1.6538,59,"Y",0.0102,51,0.0102,0.11976,NA,NA,"N","N","N","N","N",1,0,0,0,0,0,0,0,0,0,0,0,4,0,2,6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2,0,0,0
"FLaSH 0282 FMWT 2011-12-12 705 3379","FLaSH","0282","FMWT","MWT",2011,12,2011-12-12,13:40:00,"705","3379","U",11,9.3,700,0.32,NA,2161,1.08,91,11.6,2.2979,67,"Y",0.01028,61,0.01028,0.07004,NA,NA,"N","N","N","N","N",0,0,0,0,1,0,1,1,5,0,0,0,0,0,0,2,2,0,0,0,0,0,3,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FLaSH 0283 FMWT 2011-12-12 703 3423","FLaSH","0283","FMWT","MWT",2011,12,2011-12-12,14:51:00,"703","3423","U",12.5,9.7,4268,2.25,NA,5860,3.16,48,30.9,1.435,58,"Y",0.00646,55,0.00646,0.18839,NA,NA,"N","N","N","N","N",0,0,0,0,15,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FLaSH 0284 FMWT 2011-12-12 705 3376","FLaSH","0284","FMWT","MWT",2011,12,2011-12-12,13:40:00,"705","3376","U",11,9.3,700,0.32,NA,2161,1.08,91,11.6,1.1412,54,"Y",NA,25,NA,0.08747,NA,NA,"N","N","N","N","N",0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"FLaSH 0285 FMWT 2011-12-09 516 3232","FLaSH","0285","FMWT","MWT",2011,12,2011-12-09,08:01:00,"516","3232","U",4.6,9.5,10300,5.8,NA,12900,7.39,61,21.8,2.5003,66,"Y",NA,188,NA,0.35214,NA,NA,"N","N","N","N","N",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,164,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0
"FLaSH 0286 FMWT 2011-12-12 705 3374","FLaSH","0286","FMWT","MWT",2011,12,2011-12-12,13:40:00,"705","3374","U",11,9.3,700,0.32,NA,2161,1.08,91,11.6,1.7908,65,"Y",0.00634,5,0.00634,0.00811,NA,NA,"N","N","N","N","N",0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FLaSH 0287 FMWT 2011-10-05 411 2210","FLaSH","0287","FMWT","MWT",2011,10,2011-10-05,10:42:00,"411","2210","U",18.9,18.6,8600,4.77,NA,14300,8.27,48,28.7,1.5912,59,"Y",0.01364,228,0.01364,0.48218,NA,NA,"N","N","N","N","N",0,0,0,9,88,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FLaSH 0288 FMWT 2011-10-05 505 2259","FLaSH","0288","FMWT","MWT",2011,10,2011-10-05,15:55:00,"505","2259","U",12.2,18.9,3423,1.77,NA,5100,2.72,46,26,0.9397,51,"Y",0.00433,122,0.00433,0.57151,NA,NA,"N","N","N","N","N",0,0,0,3,3,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FLaSH 0289 FMWT 2011-12-12 703 3425","FLaSH","0289","FMWT","MWT",2011,12,2011-12-12,14:51:00,"703","3425","U",12.5,9.7,4268,2.25,NA,5860,3.16,48,30.9,1.0749,54,"Y",0.0085,117,0.0085,0.71789,NA,NA,"N","N","N","N","N",0,0,0,3,20,0,0,0,0,0,0,0,38,0,2,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,2,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9
"FLaSH 0290 FMWT 2011-12-12 703 3419","FLaSH","0290","FMWT","MWT",2011,12,2011-12-12,14:51:00,"703","3419","U",12.5,9.7,4268,2.25,NA,5860,3.16,48,30.9,1.0729,52,"Y",0.01143,107,0.01143,0.65231,NA,NA,"N","N","N","N","N",1,0,0,0,48,0,0,0,0,0,0,0,35,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"FLaSH 0291 FMWT 2011-12-12 705 3383","FLaSH","0291","FMWT","MWT",2011,12,2011-12-12,13:40:00,"705","3383","U",11,9.3,700,0.32,NA,2161,1.08,91,11.6,1.6245,62,"Y",0.00495,8,0.00495,0.02304,NA,NA,"N","N","N","N","N",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"FLaSH 0292 FMWT 2011-12-12 705 3375","FLaSH","0292","FMWT","MWT",2011,12,2011-12-12,13:40:00,"705","3375","U",11,9.3,700,0.32,NA,2161,1.08,91,11.6,1.224,58,"Y",NA,2,NA,0.00704,NA,NA,"N","N","N","N","N",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FLaSH 0293 FMWT 2011-12-12 704 3400","FLaSH","0293","FMWT","MWT",2011,12,2011-12-12,14:06:00,"704","3400","U",11.6,9.5,1233,0.59,NA,3142,1.62,82,12.3,1.6833,62,"Y",NA,232,NA,0.99089,NA,NA,"N","N","N","N","N",0,0,0,0,204,0,0,0,0,1,0,0,13,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FLaSH 0294 FMWT 2011-12-12 705 3385","FLaSH","0294","FMWT","MWT",2011,12,2011-12-12,13:40:00,"705","3385","U",11,9.3,700,0.32,NA,2161,1.08,91,11.6,1.8867,64,"Y",NA,12,NA,0.03551,NA,NA,"N","N","N","N","N",3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"FLaSH 0295 FMWT 2011-12-08 606 3224","FLaSH","0295","FMWT","MWT",2011,12,2011-12-08,13:28:00,"606","3224","U",8.5,10.1,12380,7.07,NA,12580,7.2,41,23,1.9238,65,"Y",0.01886,141,0.01886,0.31742,NA,NA,"N","N","N","N","N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FLaSH 0296 FMWT 2011-12-08 606 3221","FLaSH","0296","FMWT","MWT",2011,12,2011-12-08,13:28:00,"606","3221","U",8.5,10.1,12380,7.07,NA,12580,7.2,41,23,1.6191,60,"Y",NA,300,NA,0.70319,NA,NA,"N","N","Y","N","N",257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,24,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0
"FLaSH 0297 FMWT 2011-12-08 605 3211","FLaSH","0297","FMWT","MWT",2011,12,2011-12-08,13:05:00,"605","3211","U",9.8,10.2,12460,7.12,NA,14760,8.56,49,15.2,1.0847,54,"Y",NA,80,NA,0.54179,NA,NA,"N","N","N","N","N",0,0,0,2,66,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"FLaSH 0298 FMWT 2011-12-08 606 3219","FLaSH","0298","FMWT","MWT",2011,12,2011-12-08,13:28:00,"606","3219","U",8.5,10.1,12380,7.07,NA,12580,7.2,41,23,1.0658,54,"Y",0.02308,304,0.02308,0.74041,NA,NA,"N","N","N","N","N",115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,24,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"FLaSH 0299 SKT 2012-01-20 501 4252","FLaSH","0299","SKT","KT",2012,1,2012-01-20,08:44:00,"501","4252","U",7,8.6,16540,9.68,NA,NA,NA,65,16,1.3157,57,"Y",0.0126,20,0.0126,0.15995,NA,NA,"Y","N","N","N","N",0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,6,7,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FLaSH 0300 SKT 2012-01-20 501 4243","FLaSH","0300","SKT","KT",2012,1,2012-01-20,08:44:00,"501","4243","U",7,8.6,16540,9.68,NA,NA,NA,65,16,1.2914,56,"Y",0.01069,119,0.01069,0.23201,NA,NA,"N","N","N","N","N",18,0,0,0,0,0,0,0,0,0,0,0,0,0,2,83,6,0,0,0,4,0,4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FLaSH 0301 SKT 2012-01-20 501 4245","FLaSH","0301","SKT","KT",2012,1,2012-01-20,08:44:00,"501","4245","U",7,8.6,16540,9.68,NA,NA,NA,65,16,1.5141,61,"Y",NA,27,NA,0.15149,NA,NA,"N","N","N","N","N",2,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,10,0,0,0,0,0,0,0,0,1,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FLaSH 0302 SKT 2012-01-20 501 4253","FLaSH","0302","SKT","KT",2012,1,2012-01-20,08:44:00,"501","4253","U",7,8.6,16540,9.68,NA,NA,NA,65,16,2.0172,65,"Y",0.01108,29,0.01108,0.24715,NA,NA,"N","N","N","N","N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"FLaSH 0303 SKT 2012-01-20 501 4247","FLaSH","0303","SKT","KT",2012,1,2012-01-20,08:44:00,"501","4247","U",7,8.6,16540,9.68,NA,NA,NA,65,16,1.5079,59,"Y",0.00938,29,0.00938,0.16826,NA,NA,"N","N","N","N","N",0,0,0,0,1,0,0,1,0,0,0,0,0,0,5,6,6,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FLaSH 0304 SKT 2012-01-20 501 4251","FLaSH","0304","SKT","KT",2012,1,2012-01-20,08:44:00,"501","4251","U",7,8.6,16540,9.68,NA,NA,NA,65,16,2.0741,65,"Y",NA,47,NA,0.24922,NA,NA,"N","N","N","N","N",3,0,0,0,0,0,0,0,0,0,0,0,1,0,10,11,14,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
"FLaSH 0305 SKT 2012-01-20 501 4244","FLaSH","0305","SKT","KT",2012,1,2012-01-20,08:44:00,"501","4244","U",7,8.6,16540,9.68,NA,NA,NA,65,16,1.75,64,"Y",0.00516,20,0.00516,0.1895,NA,NA,"N","N","N","N","N",0,0,0,0,0,0,0,1,0,0,0,0,1,0,8,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FLaSH 0306 SKT 2012-01-20 501 4234","FLaSH","0306","SKT","KT",2012,1,2012-01-20,08:44:00,"501","4234","U",7,8.6,16540,9.68,NA,NA,NA,65,16,1.2398,55,"Y",0.0052,7,0.0052,0.06357,NA,NA,"N","N","N","N","N",0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FLaSH 0307 SKT 2012-01-20 501 4248","FLaSH","0307","SKT","KT",2012,1,2012-01-20,08:44:00,"501","4248","U",7,8.6,16540,9.68,NA,NA,NA,65,16,2.4107,72,"Y",0.01832,29,0.01832,0.24105,NA,NA,"N","N","N","N","N",3,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0
"FLaSH 0308 SKT 2012-01-20 501 4250","FLaSH","0308","SKT","KT",2012,1,2012-01-20,08:44:00,"501","4250","U",7,8.6,16540,9.68,NA,NA,NA,65,16,2.4932,69,"Y",0.02093,57,0.02093,0.25343,NA,NA,"N","N","N","N","N",3,0,0,0,3,0,0,0,0,0,0,0,0,0,13,13,13,0,0,0,0,0,0,0,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,2,0,0,0,0
"FLaSH 0309 SKT 2012-01-18 504 4063","FLaSH","0309","SKT","KT",2012,1,2012-01-18,12:34:00,"504","4063","U",8.2,8.9,16270,9.51,NA,NA,NA,67,13,1.7111,62,"Y",0.01829,60,0.01829,0.14174,NA,NA,"N","Y","N","N","N",9,0,0,0,0,0,0,0,0,0,0,0,1,0,2,24,13,0,0,0,0,0,4,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
"FLaSH 0310 SKT 2012-01-18 504 4062","FLaSH","0310","SKT","KT",2012,1,2012-01-18,12:34:00,"504","4062","U",8.2,8.9,16270,9.51,NA,NA,NA,67,13,1.9245,68,"Y",0.02721,167,0.02721,0.28128,NA,NA,"N","Y","N","Y","N",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,70,18,0,0,0,0,0,5,0,0,2,0,0,0,2,0,0,0,0,0,0,3,0,0,0,25,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,1,2,31,0,1,0,0
"FLaSH 0311 SKT 2012-01-18 504 4061","FLaSH","0311","SKT","KT",2012,1,2012-01-18,12:34:00,"504","4061","U",8.2,8.9,16270,9.51,NA,NA,NA,67,13,0.9514,52,"Y",0.01188,174,0.01188,0.40168,NA,NA,"N","Y","N","N","N",9,0,0,0,0,0,0,0,0,0,0,2,0,0,0,121,21,0,0,0,6,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,2,0,0,0,0
